order_date,product_id,InvoiceNo,Quantity,UnitPrice,Discount,amount
2021-04-10 09:00,SKU_1174,948182,47,97.58,0.14,4586.12
2021-04-10 10:00,SKU_1488,977080,17,64.15,0.31,1090.24
2021-04-10 11:00,SKU_1468,982566,33,29.43,0.19,971.0
2021-04-10 12:00,SKU_1315,528670,42,26.2,0.48,1099.92
2021-04-10 13:00,SKU_1819,722825,23,65.88,0.14,1515.1
2021-04-10 14:00,SKU_1379,949104,6,24.8,0.36,148.44
2021-04-10 15:00,SKU_1853,389372,29,24.09,0.46,698.15
2021-04-10 16:00,SKU_1928,114429,38,66.16,0.39,2513.69
2021-04-10 17:00,SKU_1441,184294,4,66.59,0.37,265.99
2021-04-10 18:00,SKU_1864,477721,38,92.86,0.02,3528.66
2021-04-10 19:00,SKU_1815,284087,7,89.24,0.3,624.38
2021-04-10 20:00,SKU_1132,974506,15,1.87,0.18,27.87
2021-04-10 21:00,SKU_1980,431080,21,94.08,0.4,1975.28
2021-04-10 22:00,SKU_1026,311979,16,74.31,0.03,1188.93
2021-04-10 23:00,SKU_1936,943810,6,47.99,0.06,287.88
2021-04-11 00:00,SKU_1256,137310,13,18.13,0.08,235.61
2021-04-11 01:00,SKU_1562,726115,8,65.25,0.26,521.74
2021-04-11 02:00,SKU_1655,299899,33,14.64,0.23,482.89
2021-04-11 03:00,SKU_1866,528472,3,19.75,0.16,59.09
2021-04-11 04:00,SKU_1355,307500,47,76.66,0.09,3602.93
2021-04-11 05:00,SKU_1235,199862,46,81.04,0.35,3727.49
2021-04-11 06:00,SKU_1671,401033,23,15.19,0.12,349.25
2021-04-11 07:00,SKU_1988,413572,8,74.53,0.43,595.81
2021-04-11 08:00,SKU_1358,472646,20,20.09,0.26,401.54
2021-04-11 09:00,SKU_1814,530423,30,54.44,0.25,1632.95
2021-04-11 10:00,SKU_1918,674543,46,91.12,0.09,4191.43
2021-04-11 11:00,SKU_1270,467968,11,18.37,0.09,201.98
2021-04-11 12:00,SKU_1665,322603,20,36.86,0.45,736.75
2021-04-11 13:00,SKU_1548,891841,2,73.13,0.39,145.87
2021-04-11 14:00,SKU_1509,142438,34,51.91,0.25,1764.69
2021-04-11 15:00,SKU_1728,341482,17,18.05,0.19,306.66
2021-04-11 16:00,SKU_1438,865598,15,17.15,0.26,256.99
2021-04-11 17:00,SKU_1641,885372,1,10.49,0.09,10.4
2021-04-11 18:00,SKU_1587,894301,47,45.55,0.17,2140.68
2021-04-11 19:00,SKU_1914,594476,5,21.63,0.05,108.1
2021-04-11 20:00,SKU_1799,812222,34,93.48,0.48,3177.84
2021-04-11 21:00,SKU_1470,581153,5,58.42,0.25,291.85
2021-04-11 22:00,SKU_1708,912390,40,24.31,0.34,972.06
2021-04-11 23:00,SKU_1310,307374,45,27.16,0.32,1221.88
2021-04-12 00:00,SKU_1216,851690,8,52.83,0.27,422.37
2021-04-12 01:00,SKU_1610,781505,4,28.28,0.3,112.82
2021-04-12 02:00,SKU_1311,437766,43,24.09,0.41,1035.46
2021-04-12 03:00,SKU_1796,601955,12,44.63,0.43,535.13
2021-04-12 04:00,SKU_1229,650730,36,54.59,0.4,1964.84
2021-04-12 05:00,SKU_1620,181948,44,11.86,0.17,521.67
2021-04-12 06:00,SKU_1339,354657,30,68.97,0.28,2068.82
2021-04-12 07:00,SKU_1494,387740,19,27.71,0.47,526.02
2021-04-12 08:00,SKU_1163,700079,22,41.29,0.28,908.1
2021-04-12 09:00,SKU_1115,666694,28,28.25,0.18,790.82
2021-04-12 10:00,SKU_1070,140524,30,50.3,0.19,1508.81
2021-04-12 11:00,SKU_1725,254404,6,99.47,0.41,596.41
2021-04-12 12:00,SKU_1849,210160,41,78.2,0.21,3205.99
2021-04-12 13:00,SKU_1052,246836,20,72.36,0.21,1446.99
2021-04-12 14:00,SKU_1596,782923,15,65.97,0.45,989.1
2021-04-12 15:00,SKU_1341,580891,8,37.06,0.38,296.1
2021-04-12 16:00,SKU_1934,267442,37,55.48,0.17,2052.59
2021-04-12 17:00,SKU_1587,891494,28,86.81,0.1,2430.58
2021-04-12 18:00,SKU_1778,668933,11,73.15,0.25,804.4
2021-04-12 19:00,SKU_1759,484903,6,93.2,0.07,559.13
2021-04-12 20:00,SKU_1331,369388,27,87.04,0.14,2349.94
2021-04-12 21:00,SKU_1985,860769,42,81.15,0.07,3408.23
2021-04-12 22:00,SKU_1797,881608,11,22.51,0.01,247.6
2021-04-12 23:00,SKU_1078,185501,19,53.32,0.47,1012.61
2021-04-13 00:00,SKU_1967,217450,12,70.89,0.17,850.51
2021-04-13 01:00,SKU_1106,819831,17,41.35,0.2,702.75
2021-04-13 02:00,SKU_1948,865893,8,27.66,0.02,221.26
2021-04-13 03:00,SKU_1081,379100,31,72.13,0.35,2235.68
2021-04-13 04:00,SKU_1201,592134,19,36.07,0.27,685.06
2021-04-13 05:00,SKU_1391,300658,43,35.17,0.43,1511.88
2021-04-13 06:00,SKU_1229,640997,20,58.43,0.4,1168.2
2021-04-13 07:00,SKU_1738,836618,2,27.88,0.47,55.29
2021-04-13 08:00,SKU_1019,480572,6,78.19,0.34,468.8
2021-04-13 09:00,SKU_1779,377354,41,60.25,0.44,2469.81
2021-04-13 10:00,SKU_1322,988513,27,70.12,0.21,1893.03
2021-04-13 11:00,SKU_1467,269746,48,51.89,0.09,2490.63
2021-04-13 12:00,SKU_1689,618467,18,16.26,0.08,292.6
2021-04-13 13:00,SKU_1893,200025,20,6.19,0.21,123.59
2021-04-13 14:00,SKU_1651,510949,9,53.29,0.17,479.44
2021-04-13 15:00,SKU_1309,251152,3,86.02,0.37,257.69
2021-04-13 16:00,SKU_1471,595416,40,14.02,0.07,560.73
2021-04-13 17:00,SKU_1591,284484,38,3.3,0.16,125.24
2021-04-13 18:00,SKU_1891,290043,18,15.73,0.28,282.86
2021-04-13 19:00,SKU_1693,946278,12,96.38,0.32,1156.24
2021-04-13 20:00,SKU_1073,165480,48,76.6,0.04,3676.76
2021-04-13 21:00,SKU_1658,867128,19,78.75,0.01,1496.24
2021-04-13 22:00,SKU_1744,415104,26,92.01,0.47,2391.79
2021-04-13 23:00,SKU_1653,334622,33,45.36,0.49,1496.39
2021-04-14 00:00,SKU_1435,534368,33,72.54,0.18,2393.64
2021-04-14 01:00,SKU_1461,520466,6,22.16,0.13,132.83
2021-04-14 02:00,SKU_1149,972197,9,66.4,0.38,597.22
2021-04-14 03:00,SKU_1643,741553,10,26.4,0.21,263.79
2021-04-14 04:00,SKU_1750,934569,44,80.23,0.5,3529.62
2021-04-14 05:00,SKU_1883,837371,27,86.31,0.27,2330.1
2021-04-14 06:00,SKU_1314,218922,17,63.75,0.22,1083.53
2021-04-14 07:00,SKU_1673,616576,20,69.44,0.03,1388.77
2021-04-14 08:00,SKU_1831,745568,13,45.58,0.45,592.09
2021-04-14 09:00,SKU_1249,539628,-13,8.36,0.49,-109.17
2021-04-14 10:00,SKU_1639,406020,42,54.99,0.38,2309.2
2021-04-14 11:00,SKU_1273,980979,17,75.28,0.22,1279.54
2021-04-14 12:00,SKU_1481,829024,49,15.9,0.24,778.86
2021-04-14 13:00,SKU_1081,936659,11,88.83,0.35,976.78
2021-04-14 14:00,SKU_1231,787810,-39,42.22,0.12,-1646.7
2021-04-14 15:00,SKU_1030,184433,13,29.2,0.33,379.27
2021-04-14 16:00,SKU_1745,173704,46,72.66,0.06,3342.3
2021-04-14 17:00,SKU_1083,631149,43,1.61,0.48,68.75
2021-04-14 18:00,SKU_1995,338366,40,80.5,0.42,3219.58
2021-04-14 19:00,SKU_1041,424058,36,10.71,0.16,385.4
2021-04-14 20:00,SKU_1713,163888,15,4.64,0.32,69.28
2021-04-14 21:00,SKU_1250,965718,22,99.66,0.48,2192.04
2021-04-14 22:00,SKU_1509,685581,25,6.4,0.15,159.85
2021-04-14 23:00,SKU_1386,313596,19,63.21,0.15,1200.84
2021-04-15 00:00,SKU_1596,168515,29,91.91,0.24,2665.15
2021-04-15 01:00,SKU_1995,516740,23,69.3,0.1,1593.8
2021-04-15 02:00,SKU_1694,369209,19,20.46,0.46,388.28
2021-04-15 03:00,SKU_1265,793044,3,21.38,0.03,64.11
2021-04-15 04:00,SKU_1582,713008,19,54.35,0.48,1032.17
2021-04-15 05:00,SKU_1021,264437,13,7.04,0.13,91.39
2021-04-15 06:00,SKU_1406,945308,33,55.92,0.07,1845.29
2021-04-15 07:00,SKU_1075,288929,24,45.37,0.26,1088.62
2021-04-15 08:00,SKU_1486,236694,38,39.63,0.11,1505.83
2021-04-15 09:00,SKU_1780,970229,35,47.39,0.19,1658.46
2021-04-15 10:00,SKU_1679,341540,33,48.37,0.43,1595.78
2021-04-15 11:00,SKU_1890,715429,45,53.05,0.17,2387.08
2021-04-15 12:00,SKU_1908,346476,49,74.01,0.01,3626.48
2021-04-15 13:00,SKU_1864,464534,2,64.74,0.19,129.29
2021-04-15 14:00,SKU_1350,459000,19,25.52,0.45,484.43
2021-04-15 15:00,SKU_1239,952633,39,65.09,0.12,2538.39
2021-04-15 16:00,SKU_1050,525910,47,1.7,0.21,79.69
2021-04-15 17:00,SKU_1959,976198,-16,-49.42,1.8756647256950565,788.844335274305
2021-04-15 18:00,SKU_1475,122995,27,8.7,0.04,234.86
2021-04-15 19:00,SKU_1594,978752,2,80.7,0.33,161.07
2021-04-15 20:00,SKU_1980,704429,33,12.06,0.16,397.82
2021-04-15 21:00,SKU_1863,763779,49,90.67,0.19,4442.64
2021-04-15 22:00,SKU_1601,541168,7,45.93,0.01,321.5
2021-04-15 23:00,SKU_1893,789197,10,18.52,0.48,184.72
2021-04-16 00:00,SKU_1524,170799,28,55.82,0.32,1562.64
2021-04-16 01:00,SKU_1156,804237,25,65.12,0.22,1627.78
2021-04-16 02:00,SKU_1198,599471,31,66.54,0.3,2062.44
2021-04-16 03:00,SKU_1430,932119,44,82.67,0.38,3637.1
2021-04-16 04:00,SKU_1665,855027,13,59.92,0.31,778.65
2021-04-16 05:00,SKU_1709,137276,31,21.37,0.5,661.97
2021-04-16 06:00,SKU_1735,658811,29,44.59,0.03,1293.08
2021-04-16 07:00,SKU_1995,297127,40,79.66,0.47,3185.93
2021-04-16 08:00,SKU_1117,416759,9,44.16,0.0,397.44
2021-04-16 09:00,SKU_1662,589858,31,10.45,0.07,323.88
2021-04-16 10:00,SKU_1755,603256,41,84.7,0.35,3472.35
2021-04-16 11:00,SKU_1074,110514,29,97.17,0.17,2817.76
2021-04-16 12:00,SKU_1951,147456,4,85.49,0.18,341.78
2021-04-16 13:00,SKU_1724,107233,17,1.6,0.42,26.78
2021-04-16 14:00,SKU_1786,363246,17,99.71,0.18,1694.89
2021-04-16 15:00,SKU_1865,166133,19,45.89,0.43,871.48
2021-04-16 16:00,SKU_1366,933147,48,34.72,0.08,1666.48
2021-04-16 17:00,SKU_1755,578409,3,16.41,0.2,49.03
2021-04-16 18:00,SKU_1177,996977,33,64.91,0.06,2141.97
2021-04-16 19:00,SKU_1107,728373,37,34.95,0.37,1292.78
2021-04-16 20:00,SKU_1802,733389,42,89.12,0.37,3742.67
2021-04-16 21:00,SKU_1688,499472,18,45.71,0.02,822.76
2021-04-16 22:00,SKU_1478,208684,21,29.76,0.03,624.93
2021-04-16 23:00,SKU_1685,426944,-7,-11.13,1.3338438237757217,76.5761561762243
2021-04-17 00:00,SKU_1092,622116,16,58.4,0.1,934.3
2021-04-17 01:00,SKU_1965,719225,31,67.87,0.47,2103.5
2021-04-17 02:00,SKU_1099,665836,42,2.99,0.12,125.46
2021-04-17 03:00,SKU_1180,309272,3,89.35,0.4,267.65
2021-04-17 04:00,SKU_1670,535583,17,1.62,0.27,27.27
2021-04-17 05:00,SKU_1095,738103,33,50.84,0.42,1677.3
2021-04-17 06:00,SKU_1231,320994,7,25.5,0.25,178.25
2021-04-17 07:00,SKU_1250,227602,-10,-96.5,0.14,964.86
2021-04-17 08:00,SKU_1851,750558,22,47.1,0.15,1036.05
2021-04-17 09:00,SKU_1917,912002,7,90.41,0.18,632.69
2021-04-17 10:00,SKU_1578,523471,33,94.17,0.06,3107.55
2021-04-17 11:00,SKU_1903,645470,5,39.7,0.24,198.26
2021-04-17 12:00,SKU_1748,401517,13,64.97,0.1,844.51
2021-04-17 13:00,SKU_1018,405163,30,52.0,0.41,1559.59
2021-04-17 14:00,SKU_1286,293691,10,31.42,0.34,313.86
2021-04-17 15:00,SKU_1799,378187,14,59.37,0.2,830.98
2021-04-17 16:00,SKU_1206,538748,7,48.72,0.44,340.6
2021-04-17 17:00,SKU_1310,332362,31,45.45,0.36,1408.59
2021-04-17 18:00,SKU_1102,297008,4,34.43,0.34,137.38
2021-04-17 19:00,SKU_1158,381383,46,1.58,0.47,72.21
2021-04-17 20:00,SKU_1706,241488,48,90.3,0.23,4334.17
2021-04-17 21:00,SKU_1562,758772,42,26.77,0.38,1123.96
2021-04-17 22:00,SKU_1377,968408,4,18.5,0.24,73.76
2021-04-17 23:00,SKU_1223,648694,14,2.37,0.29,32.89
2021-04-18 00:00,SKU_1713,364019,15,45.73,0.13,685.82
2021-04-18 01:00,SKU_1091,612447,35,63.59,0.49,2225.16
2021-04-18 02:00,SKU_1666,595288,34,26.34,0.29,895.27
2021-04-18 03:00,SKU_1175,498968,14,16.95,0.04,237.26
2021-04-18 04:00,SKU_1109,579969,13,51.65,0.01,671.44
2021-04-18 05:00,SKU_1999,309097,24,99.9,0.21,2397.39
2021-04-18 06:00,SKU_1810,494569,23,77.74,0.31,1787.71
2021-04-18 07:00,SKU_1734,782346,16,49.98,0.06,799.62
2021-04-18 08:00,SKU_1178,901123,35,30.23,0.32,1057.73
2021-04-18 09:00,SKU_1737,300919,27,17.63,0.43,475.58
2021-04-18 10:00,SKU_1452,934507,34,44.72,0.26,1520.22
2021-04-18 11:00,SKU_1074,110794,21,46.52,0.06,976.86
2021-04-18 12:00,SKU_1582,299542,8,15.29,0.38,121.94
2021-04-18 13:00,SKU_1839,771766,33,97.74,0.33,3225.09
2021-04-18 14:00,SKU_1720,438074,28,35.01,0.45,979.83
2021-04-18 15:00,SKU_1491,871257,27,49.14,0.2,1326.58
2021-04-18 16:00,SKU_1945,141708,17,17.71,0.46,300.61
2021-04-18 17:00,SKU_1956,993061,44,38.17,0.41,1679.07
2021-04-18 18:00,SKU_1102,274469,14,13.88,0.15,194.17
2021-04-18 19:00,SKU_1040,747601,30,82.12,0.32,2463.28
2021-04-18 20:00,SKU_1434,907784,46,37.42,0.06,1721.26
2021-04-18 21:00,SKU_1333,988407,-26,-2.24,1.7791357659608629,56.4608642340391
2021-04-18 22:00,SKU_1279,455992,38,69.83,0.32,2653.22
2021-04-18 23:00,SKU_1541,860956,3,36.18,0.43,108.11
2021-04-19 00:00,SKU_1505,508654,6,40.08,0.22,240.26
2021-04-19 01:00,SKU_1242,931431,25,34.73,0.09,868.16
2021-04-19 02:00,SKU_1563,642770,6,36.95,0.25,221.45
2021-04-19 03:00,SKU_1945,263543,36,32.51,0.05,1170.31
2021-04-19 04:00,SKU_1568,933711,-43,77.83,0.33,-3347.02
2021-04-19 05:00,SKU_1701,471557,36,61.27,0.13,2205.59
2021-04-19 06:00,SKU_1078,599964,3,22.07,0.24,65.97
2021-04-19 07:00,SKU_1884,154213,35,74.67,0.15,2613.3
2021-04-19 08:00,SKU_1436,899458,47,28.29,0.15,1329.48
2021-04-19 09:00,SKU_1707,338697,19,20.66,0.19,392.35
2021-04-19 10:00,SKU_1460,447328,11,45.67,0.32,502.05
2021-04-19 11:00,SKU_1196,105435,15,74.9,0.13,1123.37
2021-04-19 12:00,SKU_1030,239565,37,52.18,0.48,1930.18
2021-04-19 13:00,SKU_1843,303299,32,43.14,0.31,1380.17
2021-04-19 14:00,SKU_1029,945753,31,55.33,0.11,1715.12
2021-04-19 15:00,SKU_1112,382533,22,91.34,0.38,2009.1
2021-04-19 16:00,SKU_1649,131498,7,75.17,0.1,526.09
2021-04-19 17:00,SKU_1733,950187,1,54.83,0.35,54.48
2021-04-19 18:00,SKU_1985,987977,32,53.01,0.23,1696.09
2021-04-19 19:00,SKU_1683,660113,21,9.68,0.32,202.96
2021-04-19 20:00,SKU_1389,379078,34,4.65,0.1,158.0
2021-04-19 21:00,SKU_1666,629862,39,89.69,0.03,3497.88
2021-04-19 22:00,SKU_1275,754986,8,90.7,0.35,725.25
2021-04-19 23:00,SKU_1219,793539,27,60.63,0.04,1636.97
2021-04-20 00:00,SKU_1275,142782,43,97.08,0.17,4174.27
2021-04-20 01:00,SKU_1011,547628,-47,-60.51,0.45,2843.52
2021-04-20 02:00,SKU_1492,160561,16,83.04,0.31,1328.33
2021-04-20 03:00,SKU_1596,570440,14,10.92,0.18,152.7
2021-04-20 04:00,SKU_1733,564535,25,91.08,0.49,2276.51
2021-04-20 05:00,SKU_1048,592232,5,47.8,0.39,238.61
2021-04-20 06:00,SKU_1691,651039,3,93.17,0.1,279.41
2021-04-20 07:00,SKU_1009,400318,4,62.99,0.35,251.61
2021-04-20 08:00,SKU_1260,156572,11,45.29,0.37,497.82
2021-04-20 09:00,SKU_1319,947848,8,8.01,0.43,63.65
2021-04-20 10:00,SKU_1185,505257,33,47.71,0.16,1574.27
2021-04-20 11:00,SKU_1228,516443,22,5.86,0.38,128.54
2021-04-20 12:00,SKU_1903,921633,15,79.06,0.05,1185.85
2021-04-20 13:00,SKU_1669,136069,12,10.09,0.26,120.82
2021-04-20 14:00,SKU_1784,837550,24,28.88,0.22,692.9
2021-04-20 15:00,SKU_1834,912802,7,44.35,0.42,310.03
2021-04-20 16:00,SKU_1020,850378,24,62.97,0.3,1510.98
2021-04-20 17:00,SKU_1015,882533,14,64.63,0.37,904.45
2021-04-20 18:00,SKU_1479,805591,13,9.86,0.18,128.0
2021-04-20 19:00,SKU_1794,487902,10,13.59,0.43,135.47
2021-04-20 20:00,SKU_1626,951726,1,99.13,0.4,98.73
2021-04-20 21:00,SKU_1005,703756,5,84.22,0.24,420.86
2021-04-20 22:00,SKU_1297,784659,34,33.05,0.38,1123.32
2021-04-20 23:00,SKU_1911,190715,45,56.4,0.19,2537.81
2021-04-21 00:00,SKU_1940,170793,47,69.22,0.28,3253.06
2021-04-21 01:00,SKU_1258,539717,43,17.52,0.04,753.32
2021-04-21 02:00,SKU_1039,812494,8,14.34,0.38,114.34
2021-04-21 03:00,SKU_1275,735960,14,50.28,0.22,703.7
2021-04-21 04:00,SKU_1743,502993,44,32.4,0.16,1425.44
2021-04-21 05:00,SKU_1518,242321,37,48.27,0.44,1785.55
2021-04-21 06:00,SKU_1826,745190,17,17.52,0.39,297.45
2021-04-21 07:00,SKU_1906,121390,43,10.74,0.12,461.7
2021-04-21 08:00,SKU_1604,120369,22,96.81,0.42,2129.4
2021-04-21 09:00,SKU_1510,243953,44,10.86,0.19,477.65
2021-04-21 10:00,SKU_1307,371731,1,86.16,0.28,85.88
2021-04-21 11:00,SKU_1898,324872,49,46.65,0.13,2285.72
2021-04-21 12:00,SKU_1532,567543,-44,-45.23,1.1518912627493336,1988.96810873725
2021-04-21 13:00,SKU_1948,993441,12,44.33,0.48,531.48
2021-04-21 14:00,SKU_1479,581127,30,5.52,0.34,165.26
2021-04-21 15:00,SKU_1413,581363,29,6.54,0.47,189.19
2021-04-21 16:00,SKU_1998,862922,16,12.86,0.1,205.66
2021-04-21 17:00,SKU_1522,610790,44,75.22,0.15,3309.53
2021-04-21 18:00,SKU_1464,147013,2,27.25,0.36,54.14
2021-04-21 19:00,SKU_1408,741629,15,65.49,0.11,982.24
2021-04-21 20:00,SKU_1049,818980,46,36.31,0.09,1670.17
2021-04-21 21:00,SKU_1984,246826,8,74.55,0.48,595.92
2021-04-21 22:00,SKU_1776,731872,6,87.15,0.33,522.57
2021-04-21 23:00,SKU_1044,178113,38,47.95,0.03,1822.07
2021-04-22 00:00,SKU_1796,589847,5,5.88,0.25,29.15
2021-04-22 01:00,SKU_1829,973216,-1,-69.97,1.2242182008012423,68.7457817991988
2021-04-22 02:00,SKU_1270,135282,4,42.67,0.35,170.33
2021-04-22 03:00,SKU_1274,267809,47,80.72,0.22,3793.62
2021-04-22 04:00,SKU_1910,611188,3,91.77,0.13,275.18
2021-04-22 05:00,SKU_1422,590643,32,91.22,0.22,2918.82
2021-04-22 06:00,SKU_1034,386268,24,85.27,0.36,2046.12
2021-04-22 07:00,SKU_1503,956534,24,11.78,0.05,282.67
2021-04-22 08:00,SKU_1487,495412,30,76.95,0.35,2308.15
2021-04-22 09:00,SKU_1652,947959,49,66.93,0.04,3279.53
2021-04-22 10:00,SKU_1143,492515,12,29.2,0.36,350.04
2021-04-22 11:00,SKU_1834,196651,25,23.18,0.38,579.12
2021-04-22 12:00,SKU_1756,346549,18,90.97,0.22,1637.24
2021-04-22 13:00,SKU_1862,185395,18,99.16,0.31,1784.57
2021-04-22 14:00,SKU_1822,635633,29,78.64,0.4,2280.16
2021-04-22 15:00,SKU_1192,920509,-36,15.26,0.32,-549.68
2021-04-22 16:00,SKU_1546,492573,44,56.2,0.28,2472.52
2021-04-22 17:00,SKU_1783,821760,21,27.63,0.37,579.86
2021-04-22 18:00,SKU_1896,636343,48,27.8,0.13,1334.27
2021-04-22 19:00,SKU_1177,465837,2,14.1,0.09,28.11
2021-04-22 20:00,SKU_1781,185283,32,18.25,0.18,583.82
2021-04-22 21:00,SKU_1317,144484,30,44.71,0.29,1341.01
2021-04-22 22:00,SKU_1390,701802,45,11.68,0.27,525.33
2021-04-22 23:00,SKU_1150,190135,47,15.76,0.02,740.7
2021-04-23 00:00,SKU_1610,397915,28,13.23,0.05,370.39
2021-04-23 01:00,SKU_1446,605694,25,30.5,0.42,762.08
2021-04-23 02:00,SKU_1540,288726,-50,-96.11,0.05,4805.45
2021-04-23 03:00,SKU_1149,539756,29,5.55,0.46,160.49
2021-04-23 04:00,SKU_1207,314223,8,25.55,0.17,204.23
2021-04-23 05:00,SKU_1348,996716,-23,-89.92,1.351832899938478,2066.80816710006
2021-04-23 06:00,SKU_1261,217399,31,9.95,0.39,308.06
2021-04-23 07:00,SKU_1721,991317,49,80.47,0.33,3942.7
2021-04-23 08:00,SKU_1412,615609,2,6.95,0.39,13.51
2021-04-23 09:00,SKU_1088,280645,18,24.22,0.24,435.72
2021-04-23 10:00,SKU_1748,798093,21,87.56,0.12,1838.64
2021-04-23 11:00,SKU_1759,229344,37,1.6,0.49,58.71
2021-04-23 12:00,SKU_1257,242832,38,47.35,0.17,1799.13
2021-04-23 13:00,SKU_1491,737514,22,73.48,0.01,1616.55
2021-04-23 14:00,SKU_1703,723538,30,34.88,0.08,1046.32
2021-04-23 15:00,SKU_1607,387906,-47,19.03,0.14,-894.55
2021-04-23 16:00,SKU_1547,282058,21,7.2,0.35,150.85
2021-04-23 17:00,SKU_1095,789692,14,87.92,0.1,1230.78
2021-04-23 18:00,SKU_1403,271172,13,76.83,0.45,998.34
2021-04-23 19:00,SKU_1438,236016,35,68.03,0.31,2380.74
2021-04-23 20:00,SKU_1036,148825,19,80.31,0.34,1525.55
2021-04-23 21:00,SKU_1745,113877,4,54.83,0.32,219.0
2021-04-23 22:00,SKU_1613,523206,46,86.52,0.16,3979.76
2021-04-23 23:00,SKU_1480,229065,21,50.95,0.12,1069.83
2021-04-24 00:00,SKU_1179,732731,24,39.86,0.34,956.3
2021-04-24 01:00,SKU_1324,461756,-6,53.0,0.24,-318.24
2021-04-24 02:00,SKU_1581,217674,45,97.13,0.01,4370.84
2021-04-24 03:00,SKU_1405,215074,13,67.6,0.46,878.34
2021-04-24 04:00,SKU_1468,617257,22,18.01,0.38,395.84
2021-04-24 05:00,SKU_1978,496474,23,44.01,0.47,1011.76
2021-04-24 06:00,SKU_1618,351881,49,72.08,0.34,3531.58
2021-04-24 07:00,SKU_1270,131629,48,42.5,0.32,2039.68
2021-04-24 08:00,SKU_1353,254030,-9,67.59,0.01,-608.32
2021-04-24 09:00,SKU_1558,532681,20,4.87,0.41,96.99
2021-04-24 10:00,SKU_1966,902207,32,40.65,0.14,1300.66
2021-04-24 11:00,SKU_1464,569791,40,31.3,0.07,1251.93
2021-04-24 12:00,SKU_1619,587849,41,61.04,0.45,2502.19
2021-04-24 13:00,SKU_1363,789567,15,11.67,0.03,175.02
2021-04-24 14:00,SKU_1068,515769,42,45.83,0.08,1924.78
2021-04-24 15:00,SKU_1307,362199,11,60.44,0.4,664.44
2021-04-24 16:00,SKU_1422,873372,37,9.96,0.09,368.43
2021-04-24 17:00,SKU_1513,188697,40,52.7,0.16,2107.84
2021-04-24 18:00,SKU_1218,788233,4,74.75,0.04,298.96
2021-04-24 19:00,SKU_1044,201505,38,57.61,0.43,2188.75
2021-04-24 20:00,SKU_1919,442864,17,5.23,0.43,88.48
2021-04-24 21:00,SKU_1232,821565,29,52.45,0.36,1520.69
2021-04-24 22:00,SKU_1700,964631,38,26.4,0.49,1002.71
2021-04-24 23:00,SKU_1366,256390,15,87.31,0.44,1309.21
2021-04-25 00:00,SKU_1859,133734,28,60.09,0.43,1682.09
2021-04-25 01:00,SKU_1121,313299,23,15.61,0.05,358.98
2021-04-25 02:00,SKU_1494,773882,3,63.63,0.07,190.82
2021-04-25 03:00,SKU_1576,242728,21,59.23,0.47,1243.36
2021-04-25 04:00,SKU_1948,771253,29,5.71,0.29,165.3
2021-04-25 05:00,SKU_1883,604609,16,45.22,0.18,723.34
2021-04-25 06:00,SKU_1148,902925,43,72.73,0.23,3127.16
2021-04-25 07:00,SKU_1760,496848,-13,-39.49,1.1079411222884996,512.262058877712
2021-04-25 08:00,SKU_1894,720160,32,42.82,0.33,1369.91
2021-04-25 09:00,SKU_1475,423923,31,5.87,0.05,181.92
2021-04-25 10:00,SKU_1578,793812,34,30.23,0.08,1027.74
2021-04-25 11:00,SKU_1349,768626,21,96.01,0.45,2015.76
2021-04-25 12:00,SKU_1896,483331,13,82.76,0.34,1075.54
2021-04-25 13:00,SKU_1570,216603,25,8.67,0.28,216.47
2021-04-25 14:00,SKU_1114,948039,6,30.93,0.24,185.34
2021-04-25 15:00,SKU_1627,641228,22,57.23,0.1,1258.96
2021-04-25 16:00,SKU_1236,779363,15,9.16,0.17,137.23
2021-04-25 17:00,SKU_1046,752168,43,69.9,0.03,3005.67
2021-04-25 18:00,SKU_1620,722696,18,70.65,0.26,1271.44
2021-04-25 19:00,SKU_1273,921247,31,57.0,0.38,1766.62
2021-04-25 20:00,SKU_1112,786229,11,70.53,0.29,775.54
2021-04-25 21:00,SKU_1544,149297,25,6.22,0.49,155.01
2021-04-25 22:00,SKU_1398,160107,41,26.05,0.21,1067.84
2021-04-25 23:00,SKU_1791,444937,25,34.8,0.21,869.79
2021-04-26 00:00,SKU_1291,509898,18,91.91,0.35,1654.03
2021-04-26 01:00,SKU_1315,643910,35,92.75,0.22,3246.03
2021-04-26 02:00,SKU_1161,392552,-16,-89.6,1.8449727093602144,1431.75502729064
2021-04-26 03:00,SKU_1089,764197,-46,-35.01,0.26,1610.2
2021-04-26 04:00,SKU_1050,246479,14,98.19,0.2,1374.46
2021-04-26 05:00,SKU_1423,260381,45,11.09,0.0,499.05
2021-04-26 06:00,SKU_1405,193190,-8,49.07,0.3,-392.86
2021-04-26 07:00,SKU_1143,512111,43,37.42,0.32,1608.74
2021-04-26 08:00,SKU_1615,876644,37,69.29,0.11,2563.62
2021-04-26 09:00,SKU_1681,317984,34,60.13,0.3,2044.12
2021-04-26 10:00,SKU_1527,624658,39,74.39,0.0,2901.21
2021-04-26 11:00,SKU_1132,476356,46,89.94,0.42,4136.82
2021-04-26 12:00,SKU_1498,886918,48,69.65,0.32,3342.88
2021-04-26 13:00,SKU_1389,910194,26,71.14,0.14,1849.5
2021-04-26 14:00,SKU_1169,650901,40,8.7,0.15,347.85
