InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
257195,SKU_1031,Blue Pen,31,2020-11-05 11:00,10.01,26200.0,United States,0.33,Credit Card,7.45,Furniture,Online,Not Returned,FedEx,Rome,High
501013,SKU_1052,Notebook,17,2020-11-05 12:00,41.74,54929.0,Norway,0.36,Bank Transfer,13.01,Electronics,In-store,Not Returned,DHL,Berlin,High
150013,SKU_1939,White Mug,22,2020-11-05 13:00,81.89,14977.0,Italy,0.4,paypall,20.05,Furniture,In-store,Returned,UPS,Amsterdam,High
501562,SKU_1138,Headphones,47,2020-11-05 14:00,78.76,36290.0,France,0.07,Credit Card,29.34,Furniture,Online,Not Returned,DHL,Paris,Medium
316486,SKU_1373,T-shirt,13,2020-11-05 15:00,5.59,55604.0,Spain,0.49,Credit Card,17.0,Accessories,Online,Returned,FedEx,London,Low
526888,SKU_1046,Notebook,49,2020-11-05 16:00,43.65,45317.0,Norway,0.12,paypall,21.03,Stationery,In-store,Not Returned,DHL,Rome,Low
510869,SKU_1089,Wireless Mouse,44,2020-11-05 17:00,41.23,59988.0,Norway,0.17,paypall,9.5,Stationery,Online,Returned,DHL,Amsterdam,Low
935988,SKU_1827,Notebook,21,2020-11-05 18:00,28.82,53585.0,Sweden,0.31,Credit Card,28.42,Apparel,Online,Not Returned,FedEx,Rome,High
863638,SKU_1035,USB Cable,47,2020-11-05 19:00,11.13,48228.0,Australia,0.22,Bank Transfer,29.87,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
650428,SKU_1996,Wall Clock,21,2020-11-05 20:00,53.52,91531.0,Spain,0.4,Bank Transfer,9.81,Electronics,Online,Returned,UPS,Berlin,Medium
363328,SKU_1955,Notebook,6,2020-11-05 21:00,49.42,87848.0,Sweden,0.45,Credit Card,11.04,Electronics,Online,Not Returned,UPS,London,High
527709,SKU_1928,Office Chair,10,2020-11-05 22:00,60.67,18938.0,Norway,0.2,Credit Card,16.91,Apparel,Online,Not Returned,FedEx,London,Medium
780206,SKU_1224,Blue Pen,-50,2020-11-05 23:00,60.46,,France,0.18,paypall,,Electronics,Online,Not Returned,FedEx,,Low
211361,SKU_1553,Desk Lamp,14,2020-11-06 00:00,22.1,55612.0,Sweden,0.48,Bank Transfer,29.01,Accessories,Online,Not Returned,FedEx,Amsterdam,Medium
777555,SKU_1739,Wall Clock,23,2020-11-06 01:00,64.81,90794.0,Italy,0.15,Credit Card,25.63,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low
892038,SKU_1268,Wall Clock,-28,2020-11-06 02:00,66.77,,Italy,0.09,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,High
497172,SKU_1909,Blue Pen,24,2020-11-06 03:00,78.96,65717.0,United Kingdom,0.42,paypall,20.33,Stationery,Online,Not Returned,Royal Mail,Berlin,Low
116555,SKU_1185,Wireless Mouse,15,2020-11-06 04:00,69.0,65905.0,France,0.33,Bank Transfer,11.99,Furniture,Online,Not Returned,Royal Mail,Rome,High
624213,SKU_1370,T-shirt,23,2020-11-06 05:00,56.58,27696.0,Italy,0.46,paypall,19.42,Apparel,In-store,Not Returned,UPS,Berlin,Low
714673,SKU_1868,Headphones,5,2020-11-06 06:00,48.31,90508.0,Germany,0.41,Credit Card,23.55,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
511906,SKU_1234,White Mug,41,2020-11-06 07:00,40.37,44515.0,United States,0.26,Credit Card,21.66,Apparel,In-store,Not Returned,DHL,Paris,High
420646,SKU_1121,Backpack,20,2020-11-06 08:00,98.93,95064.0,Norway,0.02,Credit Card,6.76,Electronics,In-store,Not Returned,UPS,London,High
355658,SKU_1423,Blue Pen,10,2020-11-06 09:00,17.28,70773.0,United States,0.35,paypall,20.51,Accessories,In-store,Not Returned,DHL,Rome,Low
542065,SKU_1832,T-shirt,23,2020-11-06 10:00,85.97,88354.0,Belgium,0.09,Credit Card,28.17,Accessories,Online,Not Returned,DHL,Amsterdam,Low
781707,SKU_1388,USB Cable,-15,2020-11-06 11:00,-52.72,,United Kingdom,1.6068083315669046,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
854085,SKU_1925,Headphones,27,2020-11-06 12:00,87.39,92648.0,Portugal,0.25,Bank Transfer,26.97,Stationery,Online,Not Returned,DHL,Berlin,Medium
203844,SKU_1116,Backpack,43,2020-11-06 13:00,22.94,41538.0,Portugal,0.41,paypall,20.66,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
191321,SKU_1465,Office Chair,46,2020-11-06 14:00,98.49,46988.0,Germany,0.25,paypall,11.47,Furniture,Online,Not Returned,DHL,Rome,High
935488,SKU_1428,Desk Lamp,31,2020-11-06 15:00,39.67,22866.0,Australia,0.03,Bank Transfer,22.59,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
819211,SKU_1868,Office Chair,6,2020-11-06 16:00,46.84,,Belgium,0.13,Credit Card,27.71,Electronics,In-store,Not Returned,DHL,,Low
198234,SKU_1441,Office Chair,48,2020-11-06 17:00,93.15,17470.0,Portugal,0.45,paypall,16.46,Apparel,Online,Not Returned,FedEx,Paris,Low
574718,SKU_1038,Notebook,13,2020-11-06 18:00,80.48,78703.0,Australia,0.38,Credit Card,19.51,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
851993,SKU_1907,Headphones,28,2020-11-06 19:00,90.16,90134.0,Germany,0.31,paypall,20.22,Accessories,In-store,Not Returned,DHL,London,Medium
825571,SKU_1161,Backpack,16,2020-11-06 20:00,88.07,86967.0,France,0.4,Bank Transfer,6.54,Accessories,Online,Not Returned,FedEx,Rome,Medium
928282,SKU_1620,White Mug,17,2020-11-06 21:00,57.98,91113.0,France,0.49,paypall,23.72,Accessories,Online,Not Returned,DHL,London,High
571761,SKU_1525,USB Cable,46,2020-11-06 22:00,19.42,84382.0,United States,0.3,Bank Transfer,15.73,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
389987,SKU_1165,Wall Clock,47,2020-11-06 23:00,55.72,69892.0,Spain,0.03,paypall,18.07,Accessories,Online,Not Returned,UPS,Amsterdam,High
424464,SKU_1911,Desk Lamp,31,2020-11-07 00:00,99.7,28629.0,United States,0.01,Bank Transfer,20.38,Accessories,Online,Not Returned,UPS,Berlin,High
654081,SKU_1873,White Mug,10,2020-11-07 01:00,64.98,93836.0,Sweden,0.44,paypall,12.05,Accessories,In-store,Not Returned,Royal Mail,Paris,Low
773217,SKU_1444,Notebook,31,2020-11-07 02:00,97.13,10488.0,Sweden,0.16,paypall,20.3,Apparel,Online,Not Returned,FedEx,Amsterdam,Low
119627,SKU_1442,Blue Pen,39,2020-11-07 03:00,81.12,42616.0,Netherlands,0.45,Credit Card,16.14,Electronics,In-store,Not Returned,UPS,Amsterdam,Low
423966,SKU_1330,Blue Pen,42,2020-11-07 04:00,93.3,,United States,0.1,Bank Transfer,7.89,Accessories,Online,Not Returned,FedEx,Berlin,Low
577317,SKU_1992,T-shirt,6,2020-11-07 05:00,5.57,65786.0,Netherlands,0.12,Credit Card,26.1,Apparel,Online,Not Returned,UPS,London,High
322633,SKU_1334,Desk Lamp,46,2020-11-07 06:00,73.54,77089.0,Sweden,0.38,Bank Transfer,23.33,Apparel,Online,Not Returned,DHL,Rome,High
417942,SKU_1111,USB Cable,20,2020-11-07 07:00,41.92,80825.0,Sweden,0.05,Bank Transfer,29.14,Electronics,In-store,Returned,DHL,Paris,High
848728,SKU_1745,White Mug,49,2020-11-07 08:00,65.98,75164.0,Germany,0.21,Credit Card,22.58,Stationery,Online,Not Returned,DHL,Berlin,High
799476,SKU_1713,USB Cable,41,2020-11-07 09:00,56.4,47782.0,Spain,0.17,Credit Card,20.54,Apparel,In-store,Not Returned,UPS,Amsterdam,High
437462,SKU_1834,Wireless Mouse,21,2020-11-07 10:00,51.62,72879.0,Sweden,0.26,Credit Card,13.81,Accessories,Online,Not Returned,FedEx,London,High
466330,SKU_1138,USB Cable,16,2020-11-07 11:00,69.36,47938.0,Norway,0.26,Credit Card,21.91,Accessories,In-store,Not Returned,FedEx,London,Medium
882479,SKU_1778,USB Cable,25,2020-11-07 12:00,94.5,35371.0,Spain,0.2,Bank Transfer,27.09,Stationery,Online,Not Returned,DHL,Rome,Medium
450046,SKU_1783,Desk Lamp,39,2020-11-07 13:00,58.87,50859.0,France,0.32,Bank Transfer,5.16,Furniture,In-store,Not Returned,Royal Mail,London,Medium
521773,SKU_1165,T-shirt,-9,2020-11-07 14:00,-64.36,,Netherlands,1.9026326627216616,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
433478,SKU_1413,Wireless Mouse,43,2020-11-07 15:00,17.17,,Belgium,0.04,paypall,13.9,Apparel,In-store,Not Returned,DHL,,High
568379,SKU_1168,Blue Pen,34,2020-11-07 16:00,52.67,96621.0,Norway,0.04,Credit Card,7.03,Accessories,In-store,Not Returned,UPS,Amsterdam,High
468863,SKU_1768,Backpack,8,2020-11-07 17:00,89.6,,Spain,0.35,Bank Transfer,19.96,Furniture,In-store,Not Returned,UPS,Amsterdam,High
223099,SKU_1123,Wireless Mouse,14,2020-11-07 18:00,39.16,59810.0,Norway,0.37,Bank Transfer,9.67,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
833362,SKU_1549,Notebook,49,2020-11-07 19:00,14.37,69634.0,United Kingdom,0.08,Bank Transfer,10.65,Stationery,Online,Not Returned,DHL,Paris,High
797974,SKU_1881,T-shirt,23,2020-11-07 20:00,1.46,18799.0,United Kingdom,0.23,Credit Card,15.56,Apparel,Online,Not Returned,FedEx,Rome,High
374864,SKU_1760,Blue Pen,12,2020-11-07 21:00,37.0,79440.0,Italy,0.3,Credit Card,18.6,Electronics,In-store,Not Returned,FedEx,London,Low
419752,SKU_1748,T-shirt,20,2020-11-07 22:00,95.67,95477.0,Germany,0.09,paypall,14.24,Electronics,In-store,Not Returned,DHL,Berlin,High
207449,SKU_1097,Office Chair,24,2020-11-07 23:00,86.27,25885.0,Norway,0.32,Credit Card,7.63,Furniture,In-store,Not Returned,DHL,London,Medium
202828,SKU_1059,T-shirt,13,2020-11-08 00:00,96.66,76949.0,Sweden,0.39,Bank Transfer,25.5,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High
226613,SKU_1018,Backpack,33,2020-11-08 01:00,10.08,69229.0,Norway,0.04,Bank Transfer,19.18,Accessories,In-store,Not Returned,FedEx,Rome,High
172095,SKU_1123,Notebook,34,2020-11-08 02:00,21.88,70436.0,Australia,0.49,Bank Transfer,15.43,Electronics,Online,Returned,UPS,Berlin,Medium
730212,SKU_1225,Desk Lamp,32,2020-11-08 03:00,53.13,38602.0,Sweden,0.43,Credit Card,9.54,Apparel,In-store,Not Returned,DHL,Paris,High
577910,SKU_1954,Blue Pen,42,2020-11-08 04:00,89.13,20951.0,Australia,0.21,Bank Transfer,28.52,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium
720740,SKU_1611,Office Chair,29,2020-11-08 05:00,29.54,90346.0,Spain,0.13,Credit Card,7.32,Furniture,In-store,Not Returned,DHL,Paris,Medium
187593,SKU_1323,Office Chair,27,2020-11-08 06:00,29.27,14722.0,Australia,0.19,paypall,6.52,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low
791252,SKU_1905,Wall Clock,38,2020-11-08 07:00,85.76,66840.0,Italy,0.29,Bank Transfer,6.17,Apparel,Online,Not Returned,UPS,London,Medium
993407,SKU_1016,Headphones,13,2020-11-08 08:00,9.79,67785.0,Portugal,0.31,Bank Transfer,29.57,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
439386,SKU_1759,Blue Pen,49,2020-11-08 09:00,84.46,,Portugal,0.49,Bank Transfer,17.6,Furniture,In-store,Not Returned,FedEx,,High
226202,SKU_1079,T-shirt,22,2020-11-08 10:00,60.15,42734.0,Belgium,0.38,Bank Transfer,16.18,Apparel,Online,Not Returned,UPS,Paris,Low
177606,SKU_1596,Wireless Mouse,-30,2020-11-08 11:00,-5.36,,France,0.44,Bank Transfer,,Apparel,In-store,Not Returned,DHL,,High
223769,SKU_1859,Office Chair,7,2020-11-08 12:00,85.91,72554.0,Germany,0.31,paypall,5.59,Furniture,Online,Not Returned,FedEx,London,Medium
218542,SKU_1455,Wireless Mouse,29,2020-11-08 13:00,51.97,71390.0,Norway,0.45,Credit Card,10.99,Accessories,Online,Not Returned,Royal Mail,London,Low
468582,SKU_1540,T-shirt,40,2020-11-08 14:00,12.82,14280.0,Germany,0.33,paypall,11.5,Apparel,Online,Not Returned,UPS,Amsterdam,Low
887356,SKU_1645,White Mug,-21,2020-11-08 15:00,-78.85,,Spain,1.4991416364477803,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
675610,SKU_1989,Headphones,2,2020-11-08 16:00,50.76,11902.0,Portugal,0.32,Credit Card,24.37,Stationery,In-store,Not Returned,UPS,London,Low
257550,SKU_1705,Headphones,7,2020-11-08 17:00,48.2,79012.0,United Kingdom,0.31,Bank Transfer,8.6,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium
695330,SKU_1630,Wireless Mouse,17,2020-11-08 18:00,10.88,42162.0,Italy,0.27,Bank Transfer,11.75,Electronics,In-store,Not Returned,Royal Mail,Rome,High
670706,SKU_1377,Notebook,33,2020-11-08 19:00,23.43,11255.0,Netherlands,0.19,paypall,24.94,Accessories,Online,Not Returned,UPS,Berlin,Medium
555433,SKU_1878,Desk Lamp,22,2020-11-08 20:00,19.85,57372.0,Italy,0.06,Bank Transfer,21.31,Apparel,Online,Not Returned,UPS,London,Medium
724987,SKU_1190,Headphones,14,2020-11-08 21:00,74.03,62047.0,Germany,0.1,Bank Transfer,5.93,Accessories,In-store,Not Returned,UPS,Paris,Low
190140,SKU_1926,Wireless Mouse,1,2020-11-08 22:00,49.87,39150.0,Italy,0.32,paypall,24.21,Accessories,In-store,Not Returned,DHL,London,Low
566978,SKU_1664,Headphones,8,2020-11-08 23:00,30.3,,Spain,0.31,paypall,19.09,Furniture,In-store,Not Returned,FedEx,,Medium
636069,SKU_1854,Desk Lamp,41,2020-11-09 00:00,58.17,86325.0,France,0.45,Credit Card,24.73,Furniture,Online,Returned,DHL,Paris,Medium
498731,SKU_1490,White Mug,8,2020-11-09 01:00,16.7,29018.0,France,0.19,paypall,7.34,Stationery,In-store,Not Returned,FedEx,Paris,High
479502,SKU_1404,Wall Clock,-10,2020-11-09 02:00,16.63,,Italy,0.25,paypall,,Apparel,Online,Not Returned,DHL,,Medium
398277,SKU_1271,USB Cable,17,2020-11-09 03:00,43.5,30726.0,Norway,0.07,Bank Transfer,8.25,Furniture,Online,Not Returned,DHL,London,High
197628,SKU_1643,Desk Lamp,27,2020-11-09 04:00,76.69,80111.0,Spain,0.09,Bank Transfer,9.3,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium
701234,SKU_1874,Blue Pen,45,2020-11-09 05:00,17.13,91044.0,Sweden,0.08,Credit Card,21.31,Accessories,In-store,Not Returned,DHL,Berlin,Medium
185058,SKU_1429,Wall Clock,8,2020-11-09 06:00,29.3,54206.0,United Kingdom,0.26,paypall,28.24,Electronics,In-store,Not Returned,Royal Mail,Paris,Low
581799,SKU_1519,Wall Clock,-12,2020-11-09 07:00,36.74,,Italy,0.16,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
251542,SKU_1645,Blue Pen,44,2020-11-09 08:00,82.22,43420.0,Belgium,0.46,Credit Card,18.08,Furniture,In-store,Returned,FedEx,Amsterdam,Low
405273,SKU_1892,T-shirt,30,2020-11-09 09:00,68.0,26833.0,Norway,0.26,Bank Transfer,5.66,Furniture,Online,Not Returned,DHL,Amsterdam,Medium
370675,SKU_1383,Wireless Mouse,23,2020-11-09 10:00,70.34,35340.0,United States,0.48,Bank Transfer,19.41,Apparel,In-store,Not Returned,DHL,Rome,Medium
399182,SKU_1820,Desk Lamp,15,2020-11-09 11:00,19.23,26069.0,Italy,0.22,paypall,5.9,Furniture,Online,Not Returned,DHL,Amsterdam,High
450083,SKU_1886,Headphones,-17,2020-11-09 12:00,32.61,,France,0.32,Credit Card,,Apparel,In-store,Not Returned,DHL,,Medium
142674,SKU_1191,Wall Clock,14,2020-11-09 13:00,79.54,22254.0,Sweden,0.21,Credit Card,27.54,Electronics,In-store,Not Returned,DHL,London,Low
227572,SKU_1602,Backpack,27,2020-11-09 14:00,96.37,40112.0,Australia,0.38,paypall,7.04,Apparel,In-store,Not Returned,FedEx,Rome,Medium
850018,SKU_1434,Wall Clock,3,2020-11-09 15:00,65.23,75068.0,Australia,0.33,Credit Card,8.83,Apparel,Online,Not Returned,FedEx,Paris,High
575692,SKU_1760,White Mug,12,2020-11-09 16:00,14.78,13249.0,Portugal,0.17,Bank Transfer,13.4,Accessories,Online,Not Returned,FedEx,Berlin,Low
391975,SKU_1995,Backpack,43,2020-11-09 17:00,80.21,86679.0,Belgium,0.48,Credit Card,22.61,Electronics,Online,Not Returned,FedEx,Paris,Medium
681462,SKU_1763,Notebook,3,2020-11-09 18:00,95.26,,Portugal,0.39,Credit Card,20.59,Accessories,Online,Not Returned,UPS,,High
897711,SKU_1995,Wall Clock,40,2020-11-09 19:00,72.17,73129.0,United Kingdom,0.09,paypall,21.18,Stationery,In-store,Not Returned,DHL,London,High
531436,SKU_1062,Wall Clock,1,2020-11-09 20:00,77.09,73254.0,Australia,0.37,Bank Transfer,26.05,Furniture,Online,Not Returned,Royal Mail,Berlin,Low
947042,SKU_1215,Blue Pen,17,2020-11-09 21:00,26.06,73371.0,Norway,0.5,Bank Transfer,15.22,Accessories,In-store,Not Returned,Royal Mail,Rome,High
545935,SKU_1133,Blue Pen,18,2020-11-09 22:00,48.97,85246.0,Netherlands,0.44,paypall,16.59,Electronics,Online,Not Returned,FedEx,Rome,Low
880296,SKU_1957,Desk Lamp,10,2020-11-09 23:00,64.53,68736.0,Belgium,0.23,Credit Card,18.02,Stationery,Online,Not Returned,UPS,Berlin,Medium
153051,SKU_1618,Blue Pen,12,2020-11-10 00:00,10.92,64564.0,Spain,0.42,Credit Card,26.53,Apparel,Online,Not Returned,DHL,London,Medium
303085,SKU_1160,T-shirt,17,2020-11-10 01:00,44.35,44239.0,Sweden,0.36,paypall,24.7,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium
418796,SKU_1257,Notebook,-40,2020-11-10 02:00,20.54,,Portugal,0.43,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Medium
165524,SKU_1424,Backpack,42,2020-11-10 03:00,43.08,47413.0,Netherlands,0.47,Bank Transfer,20.51,Accessories,In-store,Not Returned,FedEx,Berlin,High
576152,SKU_1527,Office Chair,14,2020-11-10 04:00,94.07,14916.0,Italy,0.44,Bank Transfer,14.82,Furniture,Online,Not Returned,FedEx,Amsterdam,Low
368614,SKU_1357,USB Cable,41,2020-11-10 05:00,85.97,92353.0,Netherlands,0.25,Credit Card,18.29,Apparel,Online,Not Returned,FedEx,Amsterdam,High
560814,SKU_1374,Wireless Mouse,8,2020-11-10 06:00,48.37,27452.0,United Kingdom,0.31,Bank Transfer,15.91,Electronics,In-store,Not Returned,UPS,Amsterdam,High
617733,SKU_1570,T-shirt,17,2020-11-10 07:00,55.02,10577.0,Australia,0.32,paypall,17.58,Furniture,In-store,Not Returned,FedEx,Paris,High
415617,SKU_1008,USB Cable,15,2020-11-10 08:00,20.96,,Germany,0.44,Bank Transfer,22.26,Accessories,In-store,Not Returned,UPS,Berlin,Medium
855477,SKU_1196,USB Cable,6,2020-11-10 09:00,20.53,13123.0,Portugal,0.49,paypall,26.47,Electronics,Online,Not Returned,DHL,Berlin,High
144439,SKU_1116,Blue Pen,7,2020-11-10 10:00,65.41,88716.0,France,0.22,Bank Transfer,16.63,Accessories,Online,Not Returned,Royal Mail,London,Low
376452,SKU_1009,USB Cable,32,2020-11-10 11:00,37.25,84996.0,Germany,0.48,paypall,22.3,Stationery,In-store,Returned,FedEx,Rome,High
191563,SKU_1861,Backpack,48,2020-11-10 12:00,87.27,12228.0,Germany,0.32,Bank Transfer,18.11,Electronics,In-store,Returned,FedEx,London,High
851616,SKU_1518,Notebook,43,2020-11-10 13:00,81.7,13862.0,Netherlands,0.45,Credit Card,23.38,Apparel,Online,Not Returned,DHL,Rome,Medium
397225,SKU_1348,Blue Pen,9,2020-11-10 14:00,83.63,51730.0,Norway,0.27,paypall,12.53,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
830602,SKU_1705,T-shirt,20,2020-11-10 15:00,38.2,81184.0,United States,0.44,Bank Transfer,21.08,Furniture,In-store,Not Returned,UPS,Rome,Low
543599,SKU_1403,Blue Pen,42,2020-11-10 16:00,86.31,50140.0,Sweden,0.45,Credit Card,25.28,Apparel,In-store,Not Returned,UPS,London,High
634125,SKU_1634,Notebook,45,2020-11-10 17:00,34.31,33585.0,United Kingdom,0.03,Bank Transfer,10.93,Stationery,Online,Not Returned,FedEx,Paris,Low
859495,SKU_1574,Office Chair,39,2020-11-10 18:00,66.25,42948.0,Sweden,0.11,Credit Card,7.67,Electronics,In-store,Not Returned,UPS,London,Low
742416,SKU_1003,Headphones,2,2020-11-10 19:00,34.04,25489.0,Portugal,0.33,Bank Transfer,22.56,Electronics,In-store,Not Returned,FedEx,Rome,Medium
267896,SKU_1795,USB Cable,18,2020-11-10 20:00,82.34,27194.0,Portugal,0.38,Credit Card,20.8,Accessories,Online,Not Returned,DHL,Rome,Medium
788433,SKU_1327,White Mug,38,2020-11-10 21:00,34.66,76159.0,United States,0.44,Bank Transfer,28.26,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
999083,SKU_1761,Wall Clock,2,2020-11-10 22:00,92.56,45442.0,Italy,0.26,paypall,15.09,Furniture,Online,Not Returned,UPS,Amsterdam,High
721912,SKU_1511,Desk Lamp,15,2020-11-10 23:00,82.94,99164.0,United Kingdom,0.32,Bank Transfer,17.52,Accessories,Online,Not Returned,UPS,Rome,Low
519515,SKU_1930,Desk Lamp,11,2020-11-11 00:00,68.01,98866.0,Norway,0.48,Credit Card,13.04,Apparel,In-store,Not Returned,UPS,Berlin,Medium
814221,SKU_1129,Office Chair,3,2020-11-11 01:00,14.3,17386.0,Australia,0.05,Credit Card,10.21,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
130063,SKU_1936,White Mug,9,2020-11-11 02:00,77.24,37491.0,Norway,0.07,Bank Transfer,28.85,Accessories,In-store,Not Returned,Royal Mail,Paris,High
693741,SKU_1923,White Mug,45,2020-11-11 03:00,77.0,63968.0,United States,0.12,paypall,11.5,Apparel,In-store,Not Returned,UPS,Rome,Medium
354371,SKU_1586,Wall Clock,43,2020-11-11 04:00,86.87,83656.0,Spain,0.19,Bank Transfer,26.65,Furniture,Online,Not Returned,FedEx,Berlin,High
202166,SKU_1483,Headphones,-8,2020-11-11 05:00,36.88,,Australia,0.04,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Medium
114506,SKU_1840,Headphones,45,2020-11-11 06:00,49.4,13289.0,United States,0.24,Credit Card,25.38,Apparel,Online,Not Returned,FedEx,Amsterdam,High
325413,SKU_1357,USB Cable,43,2020-11-11 07:00,11.42,60772.0,Spain,0.4,Credit Card,19.28,Furniture,In-store,Not Returned,DHL,Paris,Medium
213604,SKU_1384,Backpack,10,2020-11-11 08:00,65.73,,Belgium,0.38,Bank Transfer,17.9,Apparel,In-store,Returned,DHL,,High
126026,SKU_1253,T-shirt,37,2020-11-11 09:00,77.12,50095.0,Spain,0.48,paypall,18.97,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
520888,SKU_1922,Headphones,24,2020-11-11 10:00,56.38,64446.0,Australia,0.35,Credit Card,11.85,Electronics,In-store,Returned,UPS,London,Medium
414557,SKU_1834,Wireless Mouse,32,2020-11-11 11:00,49.06,22201.0,Australia,0.29,Credit Card,9.47,Furniture,In-store,Not Returned,FedEx,Amsterdam,High
355116,SKU_1166,White Mug,4,2020-11-11 12:00,73.86,65307.0,Australia,0.44,paypall,8.25,Apparel,Online,Not Returned,UPS,Berlin,Low
427210,SKU_1712,Blue Pen,39,2020-11-11 13:00,63.4,65594.0,Portugal,0.46,Bank Transfer,11.44,Accessories,In-store,Not Returned,FedEx,Rome,High
290285,SKU_1679,Backpack,7,2020-11-11 14:00,80.24,70140.0,Norway,0.29,Bank Transfer,14.62,Furniture,Online,Returned,FedEx,Rome,Low
150971,SKU_1795,Wireless Mouse,29,2020-11-11 15:00,28.86,42491.0,Australia,0.03,paypall,17.16,Accessories,In-store,Not Returned,UPS,Berlin,High
520497,SKU_1468,Headphones,45,2020-11-11 16:00,71.45,20790.0,Norway,0.2,paypall,6.6,Stationery,Online,Not Returned,Royal Mail,Paris,High
213978,SKU_1859,Backpack,46,2020-11-11 17:00,19.9,46291.0,Norway,0.22,Bank Transfer,23.28,Apparel,In-store,Not Returned,DHL,Berlin,Medium
259163,SKU_1492,Desk Lamp,29,2020-11-11 18:00,83.62,15495.0,United Kingdom,0.49,paypall,17.54,Furniture,In-store,Not Returned,FedEx,Rome,Low
936926,SKU_1919,Desk Lamp,9,2020-11-11 19:00,75.49,99391.0,Portugal,0.38,paypall,17.05,Stationery,Online,Not Returned,UPS,London,Low
203864,SKU_1337,Blue Pen,42,2020-11-11 20:00,67.61,38345.0,Italy,0.31,paypall,11.68,Electronics,Online,Not Returned,DHL,Rome,High
494295,SKU_1050,T-shirt,46,2020-11-11 21:00,30.4,10840.0,Netherlands,0.2,Credit Card,16.13,Apparel,In-store,Not Returned,FedEx,Rome,High
719674,SKU_1055,USB Cable,2,2020-11-11 22:00,27.07,51916.0,Belgium,0.01,paypall,26.33,Furniture,In-store,Not Returned,UPS,London,Medium
539967,SKU_1072,Blue Pen,3,2020-11-11 23:00,88.62,35667.0,Germany,0.35,paypall,8.32,Stationery,In-store,Returned,UPS,Paris,Medium
710414,SKU_1793,Headphones,41,2020-11-12 00:00,45.54,77576.0,Belgium,0.17,paypall,9.05,Accessories,In-store,Not Returned,DHL,Paris,Low
548648,SKU_1599,USB Cable,28,2020-11-12 01:00,63.98,78108.0,Portugal,0.12,paypall,7.56,Apparel,In-store,Not Returned,UPS,Paris,Low
786311,SKU_1051,Office Chair,20,2020-11-12 02:00,4.67,93338.0,Spain,0.43,Credit Card,5.01,Stationery,In-store,Not Returned,FedEx,Paris,Medium
705151,SKU_1124,USB Cable,42,2020-11-12 03:00,56.52,92775.0,Italy,0.1,Credit Card,22.17,Apparel,In-store,Not Returned,UPS,London,Medium
440435,SKU_1261,Blue Pen,4,2020-11-12 04:00,16.92,42744.0,Spain,0.37,paypall,16.8,Accessories,In-store,Not Returned,FedEx,Rome,Medium
225659,SKU_1954,T-shirt,30,2020-11-12 05:00,53.4,59781.0,Italy,0.21,Credit Card,27.1,Apparel,Online,Not Returned,DHL,Berlin,Medium
815232,SKU_1884,USB Cable,31,2020-11-12 06:00,24.24,98318.0,Australia,0.14,Credit Card,13.32,Stationery,In-store,Not Returned,DHL,Paris,Low
107235,SKU_1779,Backpack,41,2020-11-12 07:00,99.57,51184.0,Sweden,0.34,Credit Card,24.1,Stationery,Online,Not Returned,UPS,London,Medium
444877,SKU_1574,Office Chair,-39,2020-11-12 08:00,-41.48,,Italy,1.1431764537409268,paypall,,Apparel,In-store,Not Returned,UPS,,High
162712,SKU_1547,T-shirt,9,2020-11-12 09:00,62.74,75580.0,France,0.49,Credit Card,17.12,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
252545,SKU_1520,Backpack,9,2020-11-12 10:00,60.32,41655.0,Australia,0.12,paypall,15.44,Furniture,Online,Not Returned,DHL,Paris,Medium
